Player,Rec,Yds,TD,20+,40+,Lng,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Mohamed Sanu,59,653,4,6,1,59,33,0.559,1,0,81
Will Fuller,47,635,2,11,1,53,31,0.66,0,0,92
Coby Fleener,50,631,3,12,1,50,28,0.56,2,0,81
Adam Humphries,55,622,2,7,2,42,27,0.491,0,0,81
Le'Veon Bell,75,616,2,4,0,32,31,0.413,1,0,94
Robert Woods,51,613,1,10,0,34,32,0.627,0,0,74
Gary Barnidge,55,612,2,7,1,43,34,0.618,0,0,81
Randall Cobb,60,610,4,7,1,47,36,0.6,0,0,84
Tyler Boyd,54,603,1,9,0,30,33,0.611,1,0,81
Tyler Lockett,41,597,1,9,3,57,22,0.537,0,0,67
Terrance Williams,44,594,4,6,2,47,34,0.773,1,0,61
Eli Rogers,48,594,3,11,0,39,24,0.5,0,0,66
Tyreek Hill,61,593,6,8,2,49,31,0.508,1,0,83
Robby Anderson,42,587,2,10,4,52,18,0.429,1,0,78
Victor Cruz,39,586,1,10,3,48,25,0.641,1,0,72
Jack Doyle,59,584,5,5,0,24,32,0.542,1,0,75
Anquan Boldin,67,584,8,5,0,35,41,0.612,0,0,95
Vernon Davis,44,583,2,11,1,44,22,0.5,0,0,59
Taylor Gabriel,35,579,6,8,3,76,21,0.6,0,0,49
J.J. Nelson,34,568,6,9,4,80,26,0.765,1,0,74
Brian Quick,41,564,3,7,3,65,22,0.537,0,0,79
C.J. Fiedorowicz,54,559,4,5,0,26,30,0.556,1,0,89
Charles Clay,57,552,4,4,1,40,22,0.386,0,0,87
James White,60,551,5,5,1,61,26,0.433,0,0,86
Antonio Gates,53,548,7,5,0,27,34,0.642,1,0,92
Rob Gronkowski,25,540,3,12,1,53,19,0.76,0,0,38
Jeremy Maclin,44,536,2,6,1,44,29,0.659,0,0,76
Chris Conley,44,530,0,4,0,39,30,0.682,1,0,69
Phillip Dorsett,33,528,2,8,4,64,20,0.606,1,0,60
Tajae Sharpe,41,522,2,7,0,34,27,0.659,0,0,83
John Brown,39,517,2,5,0,30,28,0.718,0,0,71
Duke Johnson,53,514,0,8,0,32,24,0.453,1,0,72
Jermaine Kearse,41,510,1,7,0,36,24,0.585,0,0,90
Tavon Austin,58,509,3,6,1,43,25,0.431,1,0,107
Breshad Perriman,33,499,3,8,3,53,19,0.576,0,0,66
Lance Kendricks,50,499,2,7,1,44,22,0.44,1,0,88
Michael Floyd,37,488,5,4,0,53,31,0.838,0,0,77
Zach Miller,47,486,4,5,0,34,28,0.596,0,0,65
Hunter Henry,36,478,8,7,1,59,30,0.833,1,0,54
Allen Hurns,35,477,3,9,1,42,23,0.657,1,0,76
Devonta Freeman,54,462,2,3,0,35,22,0.407,0,0,65
Cordarrelle Patterson,52,453,2,4,0,39,23,0.442,0,0,70
Spencer Ware,33,447,2,8,2,46,17,0.515,1,0,42
Ryan Griffin,50,442,2,4,1,45,19,0.38,1,0,75
Sammie Coates,21,435,2,7,6,72,16,0.762,0,0,49
Marquise Goodwin,29,431,3,3,2,84,20,0.69,0,0,68
Sammy Watkins,28,430,2,4,2,62,20,0.714,0,0,52
Darren Sproles,52,427,2,2,2,73,19,0.365,0,0,71
Tevin Coleman,31,421,3,8,3,49,16,0.516,0,0,40
Melvin Gordon,41,419,2,4,0,35,21,0.512,0,0,57
Kendall Wright,29,416,3,6,2,48,18,0.621,0,0,43
Corey Coleman,33,413,3,4,2,58,17,0.515,0,0,74
Quinton Patton,37,408,0,4,1,45,22,0.595,1,0,63
Dwayne Allen,35,406,6,4,0,23,25,0.714,1,0,52
Malcolm Mitchell,32,401,4,6,1,56,23,0.719,0,0,48
Seth Roberts,38,397,5,5,1,41,22,0.579,0,0,77
Will Tye,48,395,1,3,0,27,16,0.333,0,0,70
Tyler Eifert,29,394,5,6,1,71,23,0.793,0,0,47
Dorial Green-Beckham,36,392,2,5,0,26,25,0.694,0,0,74
Vance McDonald,24,391,4,6,2,75,13,0.542,0,0,45
Jermaine Gresham,37,391,2,4,0,34,19,0.514,1,0,61
Bilal Powell,58,388,2,1,0,22,22,0.379,1,0,74
DeMarco Murray,53,377,3,2,0,35,20,0.377,0,0,67
Jared Cook,30,377,1,6,1,47,19,0.633,1,0,51
Theo Riddick,53,371,5,2,0,23,20,0.377,0,0,67
Devin Funchess,23,371,4,8,1,48,20,0.87,0,0,59
Eddie Royal,33,369,2,3,1,64,16,0.485,1,0,43
Nelson Agholor,36,365,2,3,1,40,15,0.417,1,0,70
Ezekiel Elliott,32,363,1,3,1,83,11,0.344,0,0,40
Clive Walford,33,359,3,3,0,31,19,0.576,0,0,52
LeSean McCoy,50,356,1,2,1,41,18,0.36,0,0,57
Garrett Celek,29,350,3,4,0,31,20,0.69,2,0,50
Chris Thompson,49,349,2,2,0,38,18,0.367,1,0,62
Ty Montgomery,44,348,0,1,0,24,19,0.432,1,0,56
Russell Shepard,23,341,2,5,0,24,19,0.826,0,0,41
Jesse James,39,338,3,2,0,24,20,0.513,0,0,59
Giovani Bernard,39,336,1,3,0,32,16,0.41,1,0,51
Kamar Aiken,29,328,1,3,0,29,18,0.621,0,0,50
Todd Gurley,43,327,0,5,0,33,15,0.349,0,0,57
Trey Burton,37,327,1,1,0,32,20,0.541,0,0,60
Andrew Hawkins,33,324,3,5,0,33,20,0.606,0,0,54
Aldrick Robinson,20,323,2,6,1,59,14,0.7,0,0,32
Mark Ingram,46,319,4,4,0,22,18,0.391,0,0,57
Isaiah Crowell,40,319,0,2,1,44,14,0.35,0,0,52
T.J. Yeldon,50,312,1,0,0,17,16,0.32,0,0,68
Donte Moncrief,30,307,7,3,0,39,22,0.733,0,0,56
Ladarius Green,18,304,1,7,0,37,12,0.667,0,0,34
Jordan Howard,29,298,1,4,0,34,12,0.414,1,0,50
Erik Swoope,15,297,1,6,1,45,12,0.8,0,0,22
Paul Richardson,21,288,1,3,0,39,17,0.81,0,0,36
Josh Bellamy,19,282,1,6,0,31,13,0.684,0,0,38
Julius Thomas,30,281,4,3,0,24,15,0.5,0,0,52
Brandon Coleman,26,281,3,2,0,38,16,0.615,0,0,38
Travaris Cadet,40,281,4,2,0,25,18,0.45,0,0,53
Albert Wilson,31,279,2,4,1,42,11,0.355,0,0,51
Frank Gore,38,277,4,1,1,49,14,0.368,0,0,47
Corey Brown,27,276,1,1,0,27,16,0.593,1,0,53
Chester Rogers,19,273,0,6,0,36,13,0.684,1,0,35
Richard Rodgers,30,271,2,2,0,22,14,0.467,0,0,46
Austin Hooper,19,271,3,4,2,44,16,0.842,0,0,27
Torrey Smith,20,267,3,4,1,53,14,0.7,0,0,49
Kyle Juszczyk,37,266,0,1,1,40,12,0.324,0,0,49
Devontae Booker,31,265,1,3,1,43,8,0.258,2,0,46
Levine Toilolo,13,264,2,4,2,46,11,0.846,0,0,19
Latavius Murray,33,264,0,2,0,39,11,0.333,0,0,42
Matt Forte,30,263,1,3,1,40,10,0.333,0,0,43
Shaun Draughn,29,263,2,3,0,29,10,0.345,1,0,39
Matt Asiata,32,263,0,4,0,31,9,0.281,0,0,38
Dion Sims,26,256,4,4,0,28,14,0.538,0,0,35
Jerick McKinnon,43,255,2,2,1,41,16,0.372,0,0,54
Damien Williams,23,249,3,3,2,58,10,0.435,1,0,31
Deonte Thompson,22,249,2,2,0,24,18,0.818,0,0,36
Danny Amendola,23,243,4,1,0,32,14,0.609,1,0,29
Virgil Green,22,237,1,2,0,31,13,0.591,0,0,37
Terrance West,34,236,1,0,0,17,11,0.324,0,0,45
C.J. Uzomah,25,234,1,2,1,54,14,0.56,0,0,38
Cobi Hamilton,17,234,2,4,0,39,13,0.765,0,0,28
Jordan Norwood,21,232,1,3,0,36,9,0.429,1,0,35
Charles D. Johnson,20,232,0,3,1,40,11,0.55,0,0,37
Bryan Walters,24,231,2,1,0,23,15,0.625,0,0,34
Jamize Olawale,12,227,1,2,2,75,5,0.417,0,0,14
Fozzy Whittaker,25,226,0,3,0,25,10,0.4,0,0,33
Brice Butler,16,219,3,4,1,41,11,0.688,0,0,32
Jacob Tamme,22,210,3,0,0,19,13,0.591,0,0,31
Harry Douglas,15,210,0,5,0,35,9,0.6,0,0,22
Jordan Taylor,16,209,2,4,0,35,10,0.625,1,0,27
C.J. Prosise,17,208,0,2,1,43,8,0.471,0,0,19
Ricardo Louis,18,205,0,3,1,42,7,0.389,1,0,36
Justin Hardy,21,203,4,2,0,27,17,0.81,0,0,32
Geronimo Allison,12,202,2,3,0,39,11,0.917,0,0,22
Rashad Jennings,35,201,1,2,0,24,8,0.229,1,0,42
Tim Hightower,22,200,1,2,1,50,11,0.5,0,0,26
Cody Core,17,200,0,3,1,50,7,0.412,0,0,27
Zach Zenner,18,196,0,2,0,33,9,0.5,0,0,23
Jalen Richard,29,194,2,2,0,29,8,0.276,0,0,39
Eric Decker,9,194,2,5,0,35,9,1.0,0,0,21
Mychal Rivera,18,192,1,3,0,27,11,0.611,0,0,25
Rod Streater,18,191,2,1,0,25,13,0.722,0,0,27
Charles Sims,24,190,1,2,0,33,9,0.375,0,0,32
Justin Hunter,10,189,4,3,1,64,10,1.0,0,0,24
Charcandrick West,28,188,2,2,0,28,10,0.357,0,0,34
Andre Roberts,14,188,1,3,1,44,9,0.643,0,0,25
Lamar Miller,31,188,1,0,0,16,9,0.29,0,0,40
Kevin White,19,187,0,1,0,32,8,0.421,0,0,35
Jaron Brown,11,187,1,3,1,51,6,0.545,0,0,22
Charone Peake,19,186,0,1,0,27,7,0.368,0,0,34
Chris Ivory,20,186,0,3,0,37,9,0.45,0,0,28
Robert Turbin,26,179,1,0,0,19,9,0.346,0,0,35
Jeremy Hill,21,174,0,2,0,25,6,0.286,0,0,27
MarQueis Gray,14,174,0,2,1,53,7,0.5,0,0,17
Vincent Jackson,15,173,0,0,0,18,8,0.533,0,0,31
Marcedes Lewis,20,169,1,1,0,37,9,0.45,0,0,30
Carlos Hyde,27,163,3,0,0,19,7,0.259,1,0,33
Paul Perkins,15,162,0,1,1,67,6,0.4,0,0,24
Jalin Marshall,14,162,2,3,0,27,9,0.643,1,0,23
Kenneth Dixon,30,162,1,0,0,16,7,0.233,0,0,41
Ben Koyack,19,161,1,0,0,17,10,0.526,0,0,24
Marquess Wilson,9,160,1,3,0,35,8,0.889,0,0,16
A.J. Derby,16,160,0,0,0,17,7,0.438,1,0,19
Brent Celek,14,155,0,2,0,24,8,0.571,1,0,19
Austin Seferian-Jenkins,13,154,1,1,0,49,9,0.692,0,0,21
Darren Fells,14,154,1,2,0,37,7,0.5,0,0,18
Bobby Rainey,20,153,0,1,0,24,7,0.35,0,0,25
Cecil Shorts,11,152,0,2,0,22,8,0.727,0,0,27
Jay Ajayi,27,151,0,0,0,15,8,0.296,0,0,34
Josh Hill,15,149,1,3,0,35,6,0.4,0,0,22
Bennie Fowler,11,145,2,1,1,76,5,0.455,0,0,24
Rex Burkhead,17,145,0,0,0,18,8,0.471,1,0,20
Walt Powell,14,142,0,1,0,35,7,0.5,0,0,25
Freddie Martino,8,142,1,2,1,43,5,0.625,0,0,11
Jeremy Langford,19,142,0,0,0,19,7,0.368,0,0,27
Jeff Heuerman,9,141,0,2,0,31,7,0.778,0,0,16
Tanner McEvoy,9,140,2,2,1,42,7,0.778,0,0,11
Derrick Henry,13,137,0,1,0,29,6,0.462,0,0,15
Josh Ferguson,20,136,0,0,0,14,5,0.25,0,0,25
James Starks,19,134,2,1,0,31,4,0.211,1,0,25
Doug Martin,14,134,0,2,0,27,4,0.286,0,0,16
Ed Dickson,10,134,1,3,0,28,7,0.7,0,0,19
Chris Harper,13,133,0,0,0,19,6,0.462,0,0,20
Jaelen Strong,14,131,0,1,0,36,4,0.286,0,0,24
Luke Willson,15,129,2,0,0,19,7,0.467,0,0,21
C.J. Anderson,16,128,1,2,0,25,6,0.375,0,0,25
Seth DeValve,10,127,2,3,0,25,7,0.7,0,0,13
Paul Turner,9,126,0,1,1,41,6,0.667,0,0,13
Andre Holmes,14,126,3,2,0,23,9,0.643,0,0,25
Daniel Brown,16,124,1,0,0,12,8,0.5,0,0,20
Demetrius Harris,17,123,1,0,0,13,9,0.529,1,0,31
Lance Dunbar,16,122,0,0,0,16,5,0.313,1,0,24
Jerell Adams,16,122,1,0,0,14,8,0.5,1,0,21
DeAngelo Williams,18,118,2,1,0,20,6,0.333,0,0,27
Xavier Grimble,11,118,2,2,0,20,8,0.727,0,0,21
Brandon Tate,8,117,0,2,0,34,6,0.75,0,0,11
Arrelious Benn,5,116,1,2,1,51,3,0.6,0,0,10
DeAndre Washington,17,115,0,0,0,18,4,0.235,0,0,23
Ryan Mathews,13,115,1,2,0,27,7,0.538,0,0,14
DuJuan Harris,8,115,1,1,1,47,4,0.5,1,0,9
Nick O'Leary,9,114,0,2,0,28,5,0.556,0,0,14
Darrius Heyward-Bey,6,114,2,2,1,46,4,0.667,0,0,19
Josh Huff,16,113,1,0,0,31,6,0.375,0,0,23
Neal Sterling,12,110,0,0,0,17,6,0.5,0,0,16
Christine Michael,22,107,1,0,0,23,4,0.182,1,0,29
James Wright,13,106,0,0,0,15,7,0.538,0,0,19
Pharoh Cooper,14,106,0,1,0,23,4,0.286,0,0,20
Braxton Miller,15,99,1,0,0,12,6,0.4,0,0,28
Jacquizz Rodgers,13,98,0,1,0,21,3,0.231,0,0,16
Roger Lewis,7,97,2,2,0,30,4,0.571,0,0,19
Thomas Rawls,13,96,0,1,0,20,4,0.308,0,0,17
Shane Vereen,11,94,0,0,0,16,4,0.364,1,0,19
Dion Lewis,17,94,0,0,0,16,4,0.235,0,0,24
Jonathan Grimes,13,94,0,0,0,15,4,0.308,0,0,18
T.J. Jones,5,93,0,2,0,36,2,0.4,0,0,14
Jeff Janis,11,93,1,1,0,25,4,0.364,0,0,19
Ronnie Hillman,7,93,0,2,0,53,3,0.429,0,0,15
Stephen Anderson,11,93,1,0,0,14,6,0.545,0,0,16
Tyler Kroft,10,92,0,1,0,21,3,0.3,0,0,12
Larry Donnell,15,92,1,0,0,15,3,0.2,1,0,22
Benny Cunningham,16,91,0,0,0,12,5,0.313,0,0,21
Reggie Bush,7,90,0,1,0,25,6,0.857,0,0,10
Greg Salas,4,89,1,1,1,71,3,0.75,0,0,6
Aaron Burbridge,7,88,0,1,0,24,5,0.714,0,0,16
Darren Waller,10,85,2,0,0,15,7,0.7,0,0,17
Andre Johnson,9,85,2,1,0,20,4,0.444,0,0,23
Tyler Higbee,11,85,1,1,0,31,3,0.273,0,0,28
Justin Forsett,20,85,0,0,0,29,4,0.2,0,0,27
Andre Ellington,12,85,0,0,0,16,4,0.333,0,0,19
Blake Bell,4,85,0,2,1,45,2,0.5,0,0,9
Alex Collins,11,84,0,0,0,14,6,0.545,0,0,11
Derek Watt,4,83,0,1,1,53,2,0.5,0,0,4
Anthony Fasano,8,83,2,0,0,17,6,0.75,0,0,14
Rob Kelley,12,82,1,1,0,22,6,0.5,0,0,18
Brittan Golden,8,82,1,1,0,22,4,0.5,1,0,14
Bryce Treggs,3,80,0,1,1,58,3,1.0,0,0,12
David Johnson,7,80,0,1,0,26,5,0.714,0,0,11
Arian Foster,6,78,0,1,1,50,2,0.333,0,0,10
Antone Smith,6,77,0,1,0,30,2,0.333,0,0,9
Rashard Higgins,6,77,0,0,0,19,5,0.833,0,0,12
Tommylee Lewis,7,76,0,1,0,26,4,0.571,0,0,11
Cody Latimer,8,76,0,0,0,16,6,0.75,0,0,16
Ryan Grant,9,76,0,0,0,17,6,0.667,0,0,19
Wendall Williams,4,75,0,2,0,32,3,0.75,0,0,7
Kapri Bibbs,2,75,1,1,1,69,1,0.5,0,0,4
Marcel Reece,5,73,0,1,0,31,2,0.4,0,0,5
Matt Jones,8,73,0,0,0,16,4,0.5,0,0,8
Mike Tolbert,10,72,1,0,0,17,4,0.4,0,0,15
John Phillips,10,72,1,0,0,26,4,0.4,0,0,15
Crockett Gillmore,8,71,1,1,0,22,5,0.625,0,0,14
Alex Erickson,6,71,0,1,0,20,3,0.5,0,0,8
John Kuhn,16,70,1,0,0,11,5,0.313,0,0,20
Kenneth Farrow,13,70,0,0,0,16,2,0.154,1,0,16
Geoff Swaim,6,69,0,2,0,28,3,0.5,0,0,8
Keith Mumphery,10,69,0,0,0,11,2,0.2,0,0,12
Jarius Wright,11,67,1,0,0,11,5,0.455,0,0,14
Maurice Harris,8,66,0,0,0,15,4,0.5,0,0,12
Josh Doctson,2,66,0,1,1,57,1,0.5,0,0,7
Brandon Bostick,8,63,0,0,0,14,2,0.25,0,0,11
Keenan Allen,6,63,0,0,0,15,5,0.833,0,0,7
Dwayne Washington,10,62,0,0,0,11,5,0.5,0,0,15
Phillip Supernaw,4,62,0,1,0,30,3,0.75,0,0,5
Dominique Jones,7,61,1,1,0,24,3,0.429,0,0,10
Jonathan Stewart,8,60,0,1,0,25,1,0.125,0,0,20
Jordan Cameron,8,60,1,0,0,13,3,0.375,0,0,11
Nick Williams,5,59,0,0,0,19,5,1.0,0,0,7
Brandon Myers,7,59,1,0,0,12,4,0.571,0,0,14
Jace Amaro,3,59,0,1,0,26,2,0.667,0,0,4
Jerome Felton,6,57,0,1,0,22,4,0.667,0,0,9
Rhett Ellison,9,57,0,1,0,21,2,0.222,0,0,15
Ameer Abdullah,5,57,1,0,0,18,4,0.8,0,0,5
Wendell Smallwood,6,55,0,0,0,18,1,0.167,0,0,12
Ka'Deem Carey,5,55,0,0,0,16,4,0.8,0,0,7
DeMarcus Ayers,6,53,1,0,0,15,3,0.5,0,0,13
Patrick DiMarco,7,52,1,0,0,18,3,0.429,0,0,10
Markus Wheaton,4,51,1,1,0,30,2,0.5,0,0,9
C.J. Spiller,6,50,1,1,0,31,2,0.333,1,0,12
Ifeanyi Momah,2,50,0,2,0,27,2,1.0,0,0,4
Tavarres King,2,50,0,1,1,44,1,0.5,0,0,4
Mike Gillislee,9,50,1,0,0,18,1,0.111,0,0,11
Lucky Whitehead,3,48,0,1,0,35,1,0.333,0,0,3
Aaron Ripkowski,9,46,1,0,0,9,2,0.222,0,0,10
Chris Moore,7,46,0,0,0,13,2,0.286,0,0,16
Kenyan Drake,9,46,0,0,0,9,2,0.222,0,0,10
Malcolm Brown,3,46,0,1,0,26,2,0.667,0,0,3
Malcolm Johnson,5,44,0,1,0,21,2,0.4,0,0,7
Andy Janovich,5,44,0,0,0,13,4,0.8,0,0,7
Nick Boyle,6,44,0,1,0,20,1,0.167,0,0,6
Taiwan Jones,4,43,0,0,0,16,3,0.75,0,0,4
Josh Perkins,3,42,1,1,0,26,2,0.667,0,0,5
Kenjon Barner,5,42,0,0,0,15,3,0.6,0,0,11
Ben Braunecker,4,41,0,0,0,14,2,0.5,0,0,6
Alfred Blue,12,40,0,0,0,12,1,0.083,0,0,16
Alan Cross,6,38,1,0,0,10,3,0.5,0,0,10
LeGarrette Blount,7,38,0,0,0,16,1,0.143,0,0,8
Mike Thomas,3,37,0,0,0,16,2,0.667,0,0,9
Jeremy Ross,4,37,1,0,0,15,4,1.0,0,0,4
Bradley Marquez,3,37,0,0,0,13,3,1.0,0,0,7
Brandon Williams,2,36,0,1,0,20,2,1.0,0,0,3
Dexter McCluster,7,36,0,0,0,10,2,0.286,0,0,11
Quan Bray,3,36,0,1,0,22,1,0.333,0,0,4
Danny Woodhead,6,35,1,0,0,12,2,0.333,0,0,8
De'Anthony Thomas,7,35,0,0,0,15,2,0.286,0,0,9
Justin Perillo,4,35,0,0,0,13,1,0.25,0,0,5
Corey Grant,4,35,1,0,0,15,2,0.5,0,0,7
Johnny Holton,2,34,0,1,0,30,2,1.0,0,0,3
Fitzgerald Toussaint,3,33,0,0,0,15,2,0.667,0,0,3
Nick Vannett,3,32,0,1,0,21,1,0.333,0,0,4
Rashad Greene,5,32,0,0,0,9,1,0.2,0,0,8
Quinton Dunbar,1,31,0,1,0,31,1,1.0,0,0,1
Gavin Escobar,4,30,1,0,0,14,2,0.5,0,0,7
Lee Smith,6,29,0,0,0,12,0,0.0,0,0,6
Akeem Hunt,3,29,0,1,0,24,1,0.333,0,0,4
Leonte Carroo,3,29,1,0,0,15,2,0.667,0,0,6
Eddie Lacy,4,28,0,0,0,17,1,0.25,0,0,7
Peyton Barber,5,28,0,0,0,11,1,0.2,0,0,6
Danny Vitale,4,27,0,0,0,17,2,0.5,0,0,5
Niles Paul,2,27,0,0,0,16,2,1.0,0,0,2
Sean McGrath,2,25,0,0,0,13,2,1.0,0,0,2
Mike Davis,3,25,0,0,0,10,1,0.333,0,0,5
Knile Davis,5,25,0,0,0,21,2,0.4,0,0,7
Trevor Davis,3,24,1,0,0,9,2,0.667,0,0,6
Luke Stocker,5,23,0,0,0,11,2,0.4,0,0,8
DeAndre Smelter,1,23,0,1,0,23,1,1.0,0,0,1
Griff Whalen,2,22,0,0,0,12,1,0.5,0,0,4
Denard Robinson,3,22,0,0,0,11,1,0.333,0,0,5
Matt Lengel,2,22,1,0,0,18,1,0.5,0,0,3
Mike James,4,22,0,0,0,6,0,0.0,0,0,4
Brandon Wilds,2,20,0,0,0,12,1,0.5,0,0,2
Devin Street,1,20,0,1,0,20,1,1.0,0,0,5
Keith Smith,3,20,0,0,0,14,1,0.333,0,0,3
Devin Smith,1,20,0,1,0,20,1,1.0,0,0,3
Blake Bortles,1,20,1,1,0,20,1,1.0,0,0,1
Shane Wynn,1,19,0,0,0,19,1,1.0,0,0,3
Clay Harbor,3,19,0,0,0,9,1,0.333,0,0,3
Cole Wick,2,18,0,0,0,13,1,0.5,0,0,3
Tyler Ervin,3,18,0,0,0,9,0,0.0,0,0,5
James Develin,3,18,0,0,0,13,2,0.667,0,0,6
Darren McFadden,3,17,0,0,0,11,1,0.333,0,0,5
Connor Hamlett,1,17,1,0,0,17,1,1.0,0,0,1
Brenton Bersin,2,17,0,0,0,10,2,1.0,0,0,6
J.D. McKissic,2,16,0,0,0,10,0,0.0,0,0,2
Damiere Byrd,1,16,0,0,0,16,1,1.0,0,0,1
Laquon Treadwell,1,15,0,0,0,15,1,1.0,0,0,3
Ross Travis,3,15,0,0,0,6,1,0.333,0,0,6
Logan Paulsen,3,15,0,0,0,7,1,0.333,0,0,10
Brandon Bolden,2,15,0,0,0,13,1,0.5,0,0,4
Javorius Allen,3,15,0,0,0,8,2,0.667,0,0,4
Russell Wilson,2,14,1,0,0,15,1,0.5,1,0,2
Jalston Fowler,1,14,0,0,0,14,1,1.0,0,0,2
Gerald Christian,1,14,0,0,0,14,1,1.0,0,0,2
Jamaal Charles,2,14,0,0,0,16,1,0.5,0,0,3
MyCole Pruitt,2,13,0,0,0,13,0,0.0,0,0,2
Henry Krieger-Coble,1,13,0,0,0,13,1,1.0,0,0,1
Ryan Hewitt,2,13,0,0,0,8,1,0.5,0,0,3
Dwayne Harris,1,13,1,0,0,13,1,1.0,0,0,1
Je'Ron Hamm,2,13,0,0,0,7,1,0.5,0,0,4
Jake Fisher,1,12,0,0,0,12,0,0.0,1,0,1
Orleans Darkwa,2,12,0,0,0,9,0,0.0,0,0,4
Terron Ward,1,11,0,0,0,11,1,1.0,0,0,2
Anthony Sherman,4,11,0,0,0,6,0,0.0,0,0,6
Alfred Morris,3,11,0,0,0,6,0,0.0,0,0,6
Daniel Lasco,2,11,0,0,0,7,0,0.0,0,0,4
Alex Ellis,3,11,0,0,0,6,0,0.0,0,0,4
Jeremy Butler,2,11,0,0,0,6,0,0.0,0,0,2
