Player,Rec,Yds,TD,20+,40+,Lng,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Mohamed Sanu,67,703,5,10,0,25,41,0.612,0,0,97
Paul Richardson,44,703,6,13,3,61,33,0.75,0,0,80
Marqise Lee,56,702,3,6,1,45,40,0.714,1,0,96
Duke Johnson,74,693,3,9,1,41,31,0.419,2,0,93
Kelvin Benjamin,48,692,3,10,1,78,30,0.625,0,0,78
Jack Doyle,80,690,4,4,0,26,34,0.425,2,0,107
Jared Cook,54,688,2,10,0,35,35,0.648,1,0,86
Amari Cooper,48,680,7,9,3,87,28,0.583,1,0,96
DeVante Parker,57,670,1,9,0,36,33,0.579,1,0,96
DeSean Jackson,50,668,3,10,1,41,36,0.72,0,0,91
Danny Amendola,61,659,2,7,0,27,39,0.639,1,0,86
Le'Veon Bell,85,655,2,5,1,42,31,0.365,1,0,107
Randall Cobb,66,653,4,7,1,46,29,0.439,1,0,91
Christian McCaffrey,80,651,5,7,0,37,36,0.45,0,0,113
Vernon Davis,43,648,3,11,2,69,23,0.535,2,0,69
Adam Humphries,61,631,1,5,1,43,34,0.557,1,0,83
Michael Crabtree,58,618,8,8,2,41,35,0.603,1,0,101
Kendall Wright,59,614,1,1,0,22,33,0.559,0,0,91
Martavis Bryant,50,603,3,7,1,51,30,0.6,0,0,84
Sammy Watkins,39,593,8,9,2,67,33,0.846,0,0,70
Cameron Brate,48,591,6,5,0,35,33,0.688,0,0,77
Hunter Henry,45,579,4,8,0,34,32,0.711,0,0,63
Eric Ebron,53,574,4,6,1,44,30,0.566,1,0,86
Ryan Grant,45,573,4,10,1,40,29,0.644,0,0,65
Terrance Williams,53,568,0,6,1,56,31,0.585,0,0,78
Travis Benjamin,34,567,4,10,4,62,20,0.588,0,0,64
Eric Decker,54,563,1,5,0,29,31,0.574,0,0,83
Jason Witten,63,560,5,3,0,28,26,0.413,1,0,87
Charles Clay,49,558,2,7,1,44,29,0.592,1,0,74
Deonte Thompson,38,555,2,8,2,66,25,0.658,0,0,69
Emmanuel Sanders,47,555,2,11,0,38,30,0.638,0,0,94
Tyler Lockett,45,555,2,5,3,74,23,0.511,0,0,69
Albert Wilson,42,554,3,4,1,63,32,0.762,0,0,63
Brandon LaFell,52,548,3,6,1,45,25,0.481,1,0,87
Kyle Rudolph,57,532,8,4,0,34,32,0.561,0,0,81
Austin Hooper,49,526,3,5,2,88,18,0.367,0,0,65
Chris Godwin,34,525,1,4,1,70,27,0.794,0,0,56
Benjamin Watson,61,522,4,5,0,33,30,0.492,1,0,79
Jimmy Graham,57,520,10,8,0,33,32,0.561,0,0,98
George Kittle,43,515,2,8,1,44,22,0.512,0,0,63
Chris Thompson,39,510,4,9,2,74,22,0.564,0,0,54
J.J. Nelson,29,508,2,6,2,46,21,0.724,1,0,61
Josh Doctson,35,502,6,6,2,52,25,0.714,0,0,78
Pierre Garcon,40,500,0,6,1,59,25,0.625,0,0,67
Allen Hurns,39,484,2,4,1,50,28,0.718,0,0,56
Jordy Nelson,53,482,6,4,1,58,38,0.717,0,0,88
Kenny Golladay,28,477,3,8,5,54,18,0.643,0,0,48
Jaron Brown,31,477,4,12,1,52,23,0.742,0,0,69
Melvin Gordon,58,476,4,4,1,49,22,0.379,0,0,83
Seth Roberts,43,455,1,6,0,29,22,0.512,2,0,65
Kareem Hunt,53,455,3,4,1,78,18,0.34,0,0,63
LeSean McCoy,59,448,2,3,0,39,23,0.39,0,0,77
Theo Riddick,53,444,2,5,1,63,20,0.377,0,0,71
Jeremy Maclin,40,440,3,3,1,48,23,0.575,0,0,72
Chris Hogan,34,439,5,6,1,47,22,0.647,0,0,59
Ed Dickson,30,437,1,7,2,64,22,0.733,0,0,47
O.J. Howard,26,432,6,9,1,58,19,0.731,3,0,39
Trent Taylor,43,430,2,2,0,33,27,0.628,0,0,60
Torrey Smith,36,430,2,6,2,59,11,0.306,0,0,69
James White,56,429,3,6,0,27,25,0.446,0,0,72
Will Fuller,28,423,7,7,2,59,21,0.75,0,0,50
Jerick McKinnon,51,421,2,7,1,41,20,0.392,0,0,68
Roger Lewis,36,416,2,6,0,34,20,0.556,0,0,72
Mark Ingram,58,416,0,3,1,54,19,0.328,1,0,71
Tyler Kroft,42,404,7,4,1,59,23,0.548,0,0,62
T.J. Jones,30,399,1,6,0,34,22,0.733,0,0,49
Seth DeValve,33,395,1,7,1,49,18,0.545,1,0,57
Donte Moncrief,26,391,2,5,2,60,22,0.846,0,0,45
Giovani Bernard,43,389,2,3,1,61,16,0.372,0,0,60
Julius Thomas,41,388,3,4,0,27,18,0.439,1,0,63
David Njoku,32,386,4,8,0,34,17,0.531,0,0,60
Taylor Gabriel,33,378,1,4,2,40,17,0.515,0,0,51
Josh Bellamy,24,376,1,4,1,46,17,0.708,0,0,46
Corey Davis,34,375,0,4,0,37,17,0.5,1,0,65
Jesse James,43,372,3,1,0,32,20,0.465,0,0,63
Andre Ellington,39,369,0,5,0,53,16,0.41,0,0,59
Brandon Coleman,23,364,3,8,2,54,14,0.609,2,0,38
Austin Seferian-Jenkins,50,357,3,2,0,28,18,0.36,1,0,74
Ricardo Louis,27,357,0,7,0,37,18,0.667,0,0,61
Tarik Cohen,53,353,1,2,1,70,9,0.17,0,0,71
Carlos Hyde,59,350,0,0,0,18,17,0.288,0,0,87
Bennie Fowler,29,350,3,5,0,29,18,0.621,0,0,56
Dontrelle Inman,25,343,1,4,0,33,19,0.76,0,0,44
Stephen Anderson,25,342,1,5,1,42,17,0.68,0,0,54
Dede Westbrook,27,339,1,6,0,29,15,0.556,1,0,51
Garrett Celek,21,336,4,6,3,61,15,0.714,0,0,33
Josh Gordon,18,335,1,5,1,54,12,0.667,0,0,43
Bruce Ellington,29,330,2,6,0,35,14,0.483,1,0,54
Lamar Miller,36,327,3,3,0,32,17,0.472,0,0,45
Nick O'Leary,22,322,2,7,0,32,14,0.636,1,0,32
Jermaine Gresham,33,322,2,3,0,21,17,0.515,0,0,45
Marcedes Lewis,24,318,5,5,0,37,18,0.75,0,0,49
Devonta Freeman,36,317,1,3,0,29,18,0.5,0,0,46
Brice Butler,15,317,3,7,2,53,10,0.667,0,0,24
Zay Jones,27,316,2,3,0,33,19,0.704,0,0,74
Antonio Gates,30,316,3,3,0,27,16,0.533,0,0,52
Kyle Juszczyk,33,315,1,4,1,44,13,0.394,2,0,42
Cole Beasley,36,314,4,2,1,54,20,0.556,0,0,62
Rashard Higgins,27,312,2,4,1,56,13,0.481,1,0,53
Cordarrelle Patterson,31,309,0,3,2,59,13,0.419,0,0,42
Corey Coleman,23,305,2,4,1,44,17,0.739,0,0,56
Leonard Fournette,36,302,1,2,0,28,15,0.417,0,0,48
Odell Beckham Jr.,25,302,3,2,2,48,15,0.6,0,0,41
Tevin Coleman,27,299,3,4,0,39,13,0.481,0,0,39
John Brown,21,299,3,2,1,52,15,0.714,0,0,56
Tyler Higbee,25,295,1,5,0,38,12,0.48,0,0,45
Coby Fleener,22,295,2,7,0,33,13,0.591,0,0,30
Matt Forte,37,293,1,3,0,34,13,0.351,0,0,45
Joe Mixon,30,287,0,3,1,67,9,0.3,2,0,34
Cody Latimer,19,287,2,6,0,32,15,0.789,0,0,30
Martellus Bennett,30,286,0,4,0,60,11,0.367,0,0,44
Chester Rogers,23,284,1,2,1,61,15,0.652,0,0,37
Jordan Matthews,25,282,1,3,1,47,14,0.56,1,0,36
Austin Ekeler,27,279,3,3,0,38,12,0.444,1,0,35
Devontae Booker,30,275,0,4,0,29,13,0.433,1,0,38
Ezekiel Elliott,26,269,2,5,1,72,6,0.231,0,0,38
DeMarco Murray,39,266,1,0,0,18,10,0.256,0,0,47
J.D. McKissic,34,266,2,3,0,27,12,0.353,0,0,45
Jamaal Williams,25,262,2,3,1,54,12,0.48,0,0,34
Aldrick Robinson,19,260,2,3,1,45,12,0.632,0,0,48
Kendrick Bourne,16,257,0,3,1,54,12,0.75,0,0,35
Jalen Richard,27,256,1,3,0,39,13,0.481,1,0,36
Kenny Britt,20,256,2,3,0,54,10,0.5,0,0,42
Rex Burkhead,30,254,3,1,0,23,13,0.433,0,0,36
Shane Vereen,44,253,0,1,0,20,7,0.159,0,0,53
Geronimo Allison,23,253,0,1,1,72,10,0.435,1,0,39
Javorius Allen,46,250,2,1,0,20,16,0.348,0,0,60
Charles Sims,35,249,1,2,0,25,12,0.343,1,0,48
Chris Moore,18,248,3,5,0,30,11,0.611,0,0,38
Trey Burton,23,248,5,2,0,27,14,0.609,0,0,30
Frank Gore,29,245,1,2,0,26,9,0.31,0,0,38
Gerald Everett,16,244,2,4,2,69,7,0.438,1,0,32
A.J. Derby,21,244,2,3,0,40,11,0.524,1,0,41
Terrelle Pryor,20,240,1,3,1,44,15,0.75,0,0,37
Tavarres King,18,240,3,2,1,57,11,0.611,0,0,37
Benny Cunningham,20,240,2,4,1,40,9,0.45,1,0,26
Kenyan Drake,32,239,1,1,1,47,7,0.219,0,0,50
Zach Miller,20,236,2,4,0,29,10,0.5,0,0,35
Rhett Ellison,24,235,2,1,0,27,13,0.542,0,0,32
Taywan Taylor,16,231,1,4,2,53,9,0.563,0,0,27
Mack Hollins,16,226,1,3,1,64,8,0.5,0,0,22
Marlon Mack,21,225,1,4,0,34,10,0.476,0,0,33
Tyler Boyd,22,225,2,1,1,49,14,0.636,0,0,32
T.J. Yeldon,30,224,0,1,0,20,14,0.467,0,0,41
Demetrius Harris,18,224,1,3,1,51,11,0.611,0,0,35
C.J. Anderson,28,224,1,1,0,25,7,0.25,0,0,40
Justin Hardy,20,221,3,3,0,27,13,0.65,1,0,29
Johnny Holton,9,218,3,3,3,64,5,0.556,2,0,18
Jeremy Kerley,22,217,1,2,0,31,13,0.591,1,0,27
Dion Lewis,32,214,3,1,0,20,11,0.344,0,0,36
Demarcus Robinson,21,212,0,1,0,33,13,0.619,0,0,40
Jordan Reed,27,211,2,1,0,20,10,0.37,1,0,35
Lance Kendricks,18,203,1,3,1,51,8,0.444,0,0,35
Jakeem Grant,13,203,2,3,1,65,9,0.692,0,0,22
Nick Boyle,28,203,0,0,0,16,11,0.393,0,0,37
Rod Smith,19,202,1,1,1,81,9,0.474,0,0,23
Russell Shepard,17,202,1,1,1,40,9,0.529,1,0,33
Ricky Seals-Jones,12,201,3,5,0,29,10,0.833,0,0,28
Danny Woodhead,33,200,0,1,0,22,9,0.273,0,0,39
Laquon Treadwell,20,200,0,2,0,25,12,0.6,1,0,35
Jarius Wright,18,198,2,3,0,30,13,0.722,0,0,25
DeAndre Washington,34,197,1,0,0,15,14,0.412,1,0,46
Phillip Dorsett,12,194,0,4,0,39,8,0.667,0,0,18
Wayne Gallman,34,193,1,0,0,11,8,0.235,0,0,48
Greg Olsen,17,191,1,2,0,30,13,0.765,0,0,38
Virgil Green,14,191,1,3,1,44,7,0.5,0,0,22
Vance McDonald,14,188,1,3,0,28,10,0.714,0,0,24
Alex Collins,23,187,0,3,0,37,8,0.348,2,0,36
Samaje Perine,22,182,1,2,0,25,9,0.409,0,0,24
Isaiah Crowell,28,182,0,2,0,38,9,0.321,0,0,42
Dion Sims,15,180,1,3,0,27,9,0.6,0,0,29
Alex Erickson,12,180,1,3,0,37,9,0.75,1,0,16
Matt Breida,21,180,1,2,0,32,9,0.429,0,0,36
Elijah McGuire,17,177,1,2,0,38,9,0.529,1,0,26
Darren Fells,17,177,3,3,0,23,12,0.706,0,0,26
Chris Ivory,21,175,1,3,0,29,8,0.381,0,0,28
Chris Conley,11,175,0,3,0,35,8,0.727,0,0,16
Ty Montgomery,23,173,1,3,0,23,8,0.348,0,0,30
Michael Campanaro,19,173,1,0,0,18,11,0.579,0,0,27
Bilal Powell,23,170,0,1,0,31,8,0.348,1,0,33
Braxton Miller,19,162,1,1,1,57,7,0.368,0,0,29
Ameer Abdullah,25,162,1,1,0,22,13,0.52,0,0,34
Richard Rodgers,12,160,1,3,0,36,6,0.5,0,0,19
Ryan Griffin,13,158,1,2,0,35,8,0.615,0,0,26
Jay Ajayi,24,158,1,1,0,47,8,0.333,0,0,34
Jonnu Smith,18,157,2,2,0,32,5,0.278,0,0,30
Damien Williams,20,155,1,1,0,24,10,0.5,0,0,29
Brandon Marshall,18,154,0,0,0,18,11,0.611,0,0,33
Luke Willson,15,153,4,2,0,27,8,0.533,0,0,22
Marshawn Lynch,20,151,0,3,0,25,6,0.3,0,0,31
Charcandrick West,27,150,2,1,0,25,6,0.222,1,0,34
Eli Rogers,18,149,1,0,0,18,9,0.5,0,0,36
James O'Shaughnessy,14,149,1,1,0,29,9,0.643,0,0,25
Tre McBride,8,144,0,3,1,45,6,0.75,0,0,15
De'Anthony Thomas,14,143,2,2,1,57,4,0.286,0,0,16
Jordan Taylor,13,142,0,2,0,30,5,0.385,0,0,20
Jeff Heuerman,9,142,2,2,1,54,5,0.556,0,0,18
Derrick Henry,11,136,1,1,1,66,4,0.364,0,0,17
D.J. Foster,17,133,0,1,0,20,8,0.471,0,0,28
Kamar Aiken,15,133,0,1,0,21,7,0.467,0,0,43
Troy Niklas,11,132,1,1,0,21,6,0.545,0,0,23
Mike Davis,15,131,0,3,0,23,6,0.4,0,0,18
Brent Celek,13,130,1,1,0,28,7,0.538,0,0,23
Jamaal Charles,23,129,0,1,0,20,6,0.261,0,0,28
Daniel Brown,13,129,0,0,0,17,9,0.692,0,0,20
Kapri Bibbs,14,128,1,2,0,36,4,0.286,0,0,17
Brenton Bersin,8,128,0,2,0,27,6,0.75,0,0,12
Adam Shaheen,12,127,3,2,0,31,8,0.667,0,0,14
C.J. Fiedorowicz,14,127,0,0,0,15,7,0.5,0,0,21
Jordan Howard,23,125,0,0,0,12,4,0.174,0,0,32
Josh Hill,16,125,1,1,0,22,4,0.25,2,0,22
Nick Vannett,12,124,1,1,0,21,6,0.5,0,0,15
Corey Clement,10,123,2,3,0,28,6,0.6,0,0,15
Levine Toilolo,12,122,1,1,0,25,5,0.417,0,0,14
Brandon Williams,13,121,0,2,0,32,4,0.308,0,0,18
Eric Tomlinson,8,121,1,4,0,34,4,0.5,0,0,11
Louis Murphy,8,121,1,2,1,40,6,0.75,0,0,17
Andre Holmes,13,120,3,1,0,36,10,0.769,0,0,23
Travaris Cadet,16,119,0,0,0,29,3,0.188,0,0,19
Tommylee Lewis,10,116,1,2,1,52,4,0.4,0,0,15
Orleans Darkwa,19,116,0,0,0,13,7,0.368,0,0,28
Curtis Samuel,15,115,0,2,0,23,6,0.4,0,0,26
Peyton Barber,16,114,0,1,0,34,4,0.25,0,0,19
Tanner McEvoy,5,113,0,2,1,53,4,0.8,1,0,9
Anthony Fasano,12,107,1,2,0,29,5,0.417,1,0,16
Damiere Byrd,10,105,2,2,0,31,5,0.5,0,0,17
Josh Reynolds,11,104,1,1,0,28,7,0.636,0,0,24
Wendell Smallwood,13,103,0,1,0,24,6,0.462,0,0,18
Latavius Murray,15,103,0,1,0,28,3,0.2,0,0,17
Travis Rudolph,8,101,0,1,0,29,4,0.5,0,0,21
Austin Traylor,8,100,0,1,0,34,6,0.75,0,0,13
Freddie Martino,5,96,0,1,0,39,4,0.8,0,0,6
Mike Williams,11,95,0,1,0,20,7,0.636,0,0,23
David Morgan,10,95,1,1,0,23,5,0.5,0,0,12
Thomas Rawls,9,94,0,1,0,22,4,0.444,0,0,13
Niles Paul,13,94,0,1,0,32,4,0.308,0,0,19
Chad Hansen,9,94,0,1,0,24,6,0.667,0,0,18
Kerwynn Williams,10,93,0,1,0,25,6,0.6,0,0,15
Mike Thomas,5,93,0,1,1,50,4,0.8,1,0,7
C.J. Uzomah,10,92,1,2,0,21,6,0.6,0,0,15
Willie Snead,8,92,0,2,0,26,4,0.5,0,0,16
Jerell Adams,8,92,0,1,0,38,5,0.625,0,0,11
Dalvin Cook,11,90,0,1,0,36,3,0.273,0,0,16
James Hanna,4,88,1,2,0,31,4,1.0,0,0,9
C.J. Prosise,6,87,0,1,1,46,3,0.5,0,0,11
Maxx Williams,15,86,1,0,0,17,6,0.4,1,0,18
Dwayne Allen,10,86,1,1,0,22,5,0.5,0,0,22
Kaelin Clay,6,85,0,1,0,43,5,0.833,0,0,20
Kasen Williams,9,84,0,0,0,14,2,0.222,0,0,18
Chris Thompson,5,84,0,1,0,32,5,1.0,0,0,6
Doug Martin,9,84,0,0,0,17,6,0.667,0,0,18
Pharoh Cooper,11,84,0,1,0,26,3,0.273,0,0,17
D'Onta Foreman,6,83,0,2,0,34,4,0.667,0,0,8
ArDarius Stewart,6,82,0,2,1,46,2,0.333,0,0,12
Neal Sterling,6,82,0,1,0,35,5,0.833,0,0,12
Brandon Tate,6,81,1,2,0,24,5,0.833,0,0,14
Clive Walford,9,80,0,1,0,26,2,0.222,0,0,13
Bryce Treggs,5,79,0,1,0,20,4,0.8,0,0,18
Mike Tolbert,14,78,0,0,0,12,2,0.143,0,0,17
Michael Floyd,10,78,0,0,0,19,3,0.3,0,0,17
Breshad Perriman,10,77,0,0,0,14,3,0.3,0,0,34
Jaydon Mickens,6,77,2,1,1,41,4,0.667,0,0,11
Ross Travis,7,76,0,1,0,38,5,0.714,1,0,17
Lee Smith,8,76,0,1,0,21,4,0.5,0,0,11
Brian Quick,6,76,0,1,0,31,5,0.833,0,0,8
Jacquizz Rodgers,9,74,0,0,0,15,4,0.444,0,0,11
Darren Sproles,7,73,0,0,0,16,3,0.429,0,0,13
Amara Darboh,8,71,0,0,0,16,2,0.25,0,0,13
Derek Carrier,8,71,0,0,0,17,4,0.5,0,0,11
Adrian Peterson,11,70,0,0,0,16,3,0.273,0,0,19
Brittan Golden,5,70,0,2,0,29,3,0.6,0,0,9
Trevor Davis,5,70,0,2,0,29,2,0.4,0,0,7
Sammie Coates,6,70,0,1,0,38,2,0.333,0,0,11
Leonte Carroo,7,69,0,1,0,21,4,0.571,0,0,14
C.J. Ham,7,68,0,0,0,12,3,0.429,0,0,8
Logan Thomas,7,67,1,2,0,22,2,0.286,0,0,9
David Johnson,6,67,0,1,0,24,3,0.5,1,0,8
Tre Madden,2,65,0,1,1,66,1,0.5,0,0,2
Josh Malone,6,63,1,1,0,25,3,0.5,0,0,17
Maurice Harris,4,62,1,1,0,36,3,0.75,0,0,6
Marvin Hall,2,60,1,2,1,40,2,1.0,0,0,9
Chris Carson,7,59,1,0,0,10,3,0.429,0,0,8
Alan Cross,5,58,0,1,0,23,3,0.6,0,0,6
Robert Turbin,9,56,0,0,0,16,3,0.333,0,0,11
Kenjon Barner,5,56,0,1,0,22,1,0.2,0,0,8
Hunter Sharp,5,54,1,1,0,21,2,0.4,0,0,9
Alfred Blue,7,54,0,0,0,14,4,0.571,0,0,9
Orson Charles,2,53,0,1,0,35,1,0.5,0,0,2
Malcolm Brown,9,53,0,0,0,16,3,0.333,0,0,11
Jonathan Stewart,8,52,1,1,0,21,2,0.25,0,0,15
Michael Hoomanawanui,6,52,1,1,0,25,2,0.333,0,0,10
Markus Wheaton,3,51,0,2,0,22,2,0.667,0,0,17
LeGarrette Blount,8,50,1,1,0,20,3,0.375,0,0,8
Fozzy Whittaker,5,47,1,1,0,28,1,0.2,0,0,6
Anthony Sherman,6,47,0,0,0,11,3,0.5,0,0,8
Eddie Lacy,6,47,0,0,0,14,2,0.333,0,0,6
Darrius Heyward-Bey,2,47,0,1,1,44,1,0.5,0,0,3
Tavon Austin,13,47,0,0,0,13,2,0.154,1,0,22
Michael Roberts,4,46,0,1,0,23,2,0.5,0,0,7
Paul Perkins,8,46,0,0,0,11,1,0.125,0,0,10
Ifeanyi Momah,1,46,0,1,1,46,1,1.0,0,0,2
Sean McGrath,4,46,0,1,0,23,3,0.75,0,0,4
Tyler Eifert,4,46,0,1,0,22,2,0.5,0,0,5
Alfred Morris,7,45,0,0,0,13,1,0.143,0,0,9
Marcus Johnson,5,45,0,0,0,16,3,0.6,1,0,9
Jared Abbrederis,3,44,0,1,0,25,2,0.667,0,0,7
Lawrence Thomas,6,43,0,0,0,15,1,0.167,0,0,7
Chris Johnson,5,43,0,0,0,15,2,0.4,0,0,6
Tommy Bohanon,6,43,1,0,0,14,3,0.5,0,0,11
Jacob Hollister,4,42,0,0,0,19,2,0.5,0,0,10
Ryan Switzer,6,41,0,0,0,12,4,0.667,0,0,7
Corey Grant,3,41,0,1,0,28,2,0.667,0,0,4
Michael Clark,4,41,0,0,0,19,2,0.5,0,0,14
Phillip Supernaw,4,39,1,1,0,20,2,0.5,0,0,6
Aaron Ripkowski,7,39,0,0,0,12,1,0.143,0,0,9
Quan Bray,3,39,0,1,0,22,2,0.667,0,0,3
Will Tye,4,38,0,1,0,21,1,0.25,0,0,6
Jaelen Strong,3,38,1,0,0,19,3,1.0,0,0,4
Elijhaa Penny,4,38,0,0,0,18,2,0.5,0,0,6
Ben Koyack,5,38,0,1,0,21,0,0.0,0,0,7
Tyler Ervin,8,38,0,0,0,7,1,0.125,0,0,11
James Develin,6,38,0,0,0,10,3,0.5,0,0,10
Randall Telfer,3,36,0,1,0,20,2,0.667,0,0,4
Byron Marshall,6,36,0,0,0,12,0,0.0,0,0,8
Brian Hill,2,36,0,1,0,34,1,0.5,0,0,2
De'Angelo Henderson Sr.,2,36,1,1,0,29,1,0.5,0,0,2
Derek Watt,2,35,0,1,0,23,2,1.0,0,0,3
Andy Janovich,4,35,0,0,0,16,2,0.5,0,0,6
Tanner Gentry,3,35,0,0,0,15,2,0.667,0,0,6
Jamize Olawale,6,33,0,0,0,9,1,0.167,0,0,7
Noah Brown,4,33,0,0,0,14,3,0.75,0,0,9
Xavier Grimble,5,32,1,0,0,12,2,0.4,0,0,9
Marcus Williams,1,31,0,1,0,31,1,1.0,0,0,1
Chad Williams,3,31,0,0,0,15,1,0.333,0,0,7
Jay Prosch,4,31,0,0,0,18,1,0.25,0,0,4
Akeem Hunt,4,31,0,1,0,20,1,0.25,0,0,7
Emanuel Byrd,2,31,0,1,0,29,1,0.5,0,0,2
Nick Williams,3,30,0,0,0,14,3,1.0,0,0,4
Luke Stocker,4,30,1,0,0,20,1,0.25,0,0,5
Isaiah McKenzie,4,29,0,0,0,14,2,0.5,0,0,13
Matt Dayes,4,29,0,0,0,15,1,0.25,0,0,5
Patrick DiMarco,7,28,0,0,0,9,0,0.0,0,0,10
De'Veon Smith,3,27,0,0,0,13,1,0.333,0,0,3
Keith Smith,5,26,0,0,0,12,2,0.4,0,0,5
Branden Oliver,6,26,0,0,0,11,2,0.333,0,0,11
Jordan Leslie,1,26,0,1,0,26,1,1.0,0,0,1
Darrell Daniels,3,26,0,0,0,13,2,0.667,0,0,13
Geoff Swaim,2,25,0,0,0,18,2,1.0,0,0,2
Chris Matthews,3,25,0,0,0,12,2,0.667,0,0,6
Antony Auclair,2,25,0,0,0,14,2,1.0,0,0,2
DeAndrew White,1,24,0,1,0,24,1,1.0,0,0,7
Griff Whalen,4,23,0,0,0,9,0,0.0,0,0,6
Terrance West,2,23,0,0,0,15,2,1.0,0,0,4
Justin Hunter,4,23,1,0,0,7,2,0.5,0,0,9
Aaron Jones,9,22,0,0,0,9,2,0.222,0,0,18
Ryan Hewitt,2,22,0,0,0,16,1,0.5,0,0,2
Bernard Reedy,2,21,0,0,0,15,1,0.5,0,0,2
Derrick Coleman,2,20,0,0,0,11,1,0.5,0,0,6
Danny Vitale,3,19,0,0,0,11,1,0.333,0,0,5
Blake Bell,3,19,0,0,0,12,1,0.333,0,0,4
Bobo Wilson,1,18,1,0,0,18,1,1.0,0,0,1
Bobby Rainey,5,18,0,0,0,12,1,0.2,0,0,7
JoJo Natson,2,18,0,0,0,19,1,0.5,0,0,5
Rob Kelley,4,18,0,0,0,9,3,0.75,0,0,7
Jehu Chesson,2,18,0,0,0,10,2,1.0,0,0,4
Jamal Agnew,2,18,0,0,0,12,1,0.5,0,0,2
Allen Robinson,1,17,0,0,0,17,1,1.0,0,0,1
Chris Manhertz,2,17,0,0,0,11,1,0.5,0,0,4
Jeremy Hill,4,16,0,0,0,10,1,0.25,0,0,4
Josh Ferguson,3,16,0,0,0,8,0,0.0,0,0,4
Cole Hikutini,2,15,0,0,0,10,2,1.0,0,0,2
Mike Gillislee,1,15,0,0,0,15,1,1.0,0,0,1
Dwayne Washington,2,14,0,0,0,10,1,0.5,0,0,2
Terron Ward,3,14,0,0,0,11,1,0.333,0,0,3
Tion Green,2,14,0,0,0,9,0,0.0,0,0,2
Jeremy Sprinkle,2,13,1,0,0,7,1,0.5,0,0,3
Darius Powe,2,13,0,0,0,8,0,0.0,0,0,4
Andre Roberts,1,12,0,0,0,12,1,1.0,0,0,4
Patrick Ricard,4,12,2,0,0,6,2,0.5,0,0,4
Kalif Raymond,1,12,0,0,0,12,1,1.0,0,0,1
Jeff Janis,2,12,0,0,0,12,1,0.5,0,0,5
Arrelious Benn,1,12,0,0,0,12,1,1.0,0,0,2
